rh0,rh1,powerAsymptote0,powerA0,powerB0,powerAsymptote1,powerA1,powerB1,inverseAsymptote0,inverseA0,inverseB0,inverseAsymptote1,inverseA1,inverseB1,baseline,stimulus,label,,,,,,,,,,,,,,,,
23.34,2.77,40.0210713984504,7.18149164271795,0.746074051479942,40.7774454570728,1.03549506675023,0.681035064406046,191.718629095349,189.158763574411,511.973104187727,34.9174613538224,-7.20941858755243,18114.5583747911,205.95,34.89,1,,,,,,,,,,,,,,,,
22.71,2.77,37.6664833190903,6.95413294415046,0.73371208581314,38.5664556630334,1.02118700829937,0.673279190833727,175.354448602084,172.913833690556,488.122982305554,32.5450841985434,-10.1958497680753,18378.601605646,189.65,30.08,1,,,,,,,,,,,,,,,,
22.26,2.59,38.3865276495001,7.02607487796523,0.737466054863684,39.5180756360337,1.03316462527213,0.675636499429848,180.347101895895,177.897912047706,489.837969637765,33.489474124213,-10.8438148736782,19063.3142690932,194.14,32.37,1,,,,,,,,,,,,,,,,
26.61,2.84,39.442537978424,7.01776910245205,0.749765777353825,40.08814813392,1.04401168442901,0.676355573338871,189.541912929042,186.57827139299,592.728307210384,34.0948355386201,-8.43313507528704,18287.0273639801,201.14,34.02,1,,,,,,,,,,,,,,,,
22.74,2.61,33.4490248580789,6.4893553529152,0.712181904773173,33.4972311707339,1.01800758322402,0.647730193924475,148.271435489838,146.102624993574,433.762099252792,28.256151376255,-6.94956038684723,15138.4560581339,159.14,26.14,1,,,,,,,,,,,,,,,,
20.06,2.2,48.6836416726328,8.06794657217236,0.780620043664998,48.3042454530564,1.02499941111231,0.714329527428074,252.726248211477,249.774513418859,590.34695852353,41.2238702780908,-12.5255609717487,23112.255437431,273.22,36.97,1,,,,,,,,,,,,,,,,
19.78,2.02,39.2396251247965,7.0450494593225,0.745840803308622,40.0382411556509,1.01436505403219,0.681465700123913,187.269692743973,184.502609680262,553.416612742169,33.4727477360336,-12.9220450320179,19949.7608902621,200.37,29.31,1,,,,,,,,,,,,,,,,
20.44,2.1,36.9007157030145,6.81163449042073,0.733783453694896,37.6453014813539,1.05884185419469,0.662083616395029,171.515930163971,168.9944520302,504.295626754161,32.4629505864562,-4.10592235830525,15724.6153662474,182.87,33.47,1,,,,,,,,,,,,,,,,
18.95,2.02,46.2500647753648,7.70196252114496,0.778510944372505,46.3044132026114,1.04352110955837,0.703169910158735,237.671300522295,234.354949318978,663.270240663246,39.6285017937496,-9.43953803774048,21099.2571275407,252.98,36.42,1,,,,,,,,,,,,,,,,
23.59,2.41,36.0573184001208,6.68285603494023,0.732031319441261,36.1502216915899,1.04549681742742,0.656921683017436,166.556293337715,163.927215188578,525.815629827291,30.9432909242125,-4.97245828169463,15443.77215854,176.75,29.31,1,,,,,,,,,,,,,,,,
18.41,1.76,37.6165823152078,6.90920871783034,0.735951022503168,40.5947463962357,1.05576074316616,0.676609023727161,175.752443459905,173.189168785515,512.654934877933,35.2401619616724,-4.83597754825433,17232.7399892685,188.45,39.16,1,,,,,,,,,,,,,,,,
17.35,1.86,43.8922717307956,7.6720892390216,0.757474413439814,43.8867742653373,1.04289998669366,0.693338146096319,216.80462678096,214.429237599389,475.077836314261,38.0148138088808,-6.64213045793091,19202.486034729,236.03,35.11,1,,,,,,,,,,,,,,,,
19.17,1.84,49.5219336287817,8.00846448277733,0.791248339925747,52.0358988134811,1.0505009414716,0.723569929724383,261.652108843374,257.93042121723,744.337525228639,45.2410424672389,-8.50732184051111,23111.7966523325,279.89,41.89,1,,,,,,,,,,,,,,,,
19.09,1.81,46.9449518741336,7.76765132032624,0.781299175748432,51.0717782856202,1.05455560656101,0.719388310572364,242.452775111196,238.941927814172,702.169459404777,44.4450654691906,-9.76654787870493,23310.9937395951,259.76,44.84,1,,,,,,,,,,,,,,,,
50.4,15.44,34.2104226123511,8.24830282276036,0.6177938422277,90.7445779697557,1.02964221893419,0.83039425773093,129.627781184891,129.835134076467,-41.4705783151961,91.9968885267819,10.2259298427513,35161.5122341331,180.58,98.22,0,,,,,,,,,,,,,,,,
28.79,9.73,60.9829499684505,9.31417597086068,0.816063990237984,147.842000170687,1.08642956624875,0.91093561847496,346.277148027418,343.969278007773,461.574003928956,153.265214677107,28.8877587326675,53482.306056109,376.47,167.56,0,,,,,,,,,,,,,,,,
24.37,8.3,65.5206540684124,9.25910978967275,0.849808990410629,166.307855400722,1.10291371868343,0.92996504955366,394.281885952189,388.927487197372,1070.87975096356,173.83013294429,37.7448057299853,58516.6907021511,418.79,191.62,0,,,,,,,,,,,,,,,,
24,7.53,56.1881369180922,8.81913532885148,0.804218625166119,158.788772134041,1.09427754029405,0.922844678118321,308.396840383594,305.296774961188,620.013084481313,168.900559908127,44.3200213428471,53569.6315830707,337.53,187.03,0,,,,,,,,,,,,,,,,
22.66,7.09,52.8322551171458,8.24555251731513,0.806679386590093,147.024302948525,1.10253188647924,0.907179557236224,288.981837532972,285.008055345832,794.75643742798,155.752424731499,44.3879707775506,47886.7152001979,306.03,174.23,0,,,,,,,,,,,,,,,,
21.1,6.73,53.2354940254855,8.81569747490325,0.780944610438578,145.131520760641,1.0960138075887,0.905876526036757,281.531275732982,280.342486973296,237.757751937127,155.342344181182,46.9381175580515,46613.8174479463,308.76,174.45,0,,,,,,,,,,,,,,,,
20.44,6.78,72.7855802159131,9.55078581165027,0.882006242790124,171.859095639634,1.11711283652367,0.933680969614015,468.38889779384,461.129089220269,1451.96171471427,178.976996244027,41.0711364475623,59299.5197124801,478.51,196.65,0,,,,,,,,,,,,,,,,
17.78,6.34,62.3026794672167,9.25458000617933,0.828150010606298,152.693905575189,1.08953258075331,0.916393740312949,361.19720150941,357.947341003698,649.972101142544,158.483922506359,29.7296796504968,55364.3244280211,387.95,172.92,0,,,,,,,,,,,,,,,,
19.55,6.21,47.65592364698,8.13979109663025,0.767503632179141,121.549709800689,1.08170604596308,0.875437505785679,243.092176158428,241.487685750584,320.898081568825,126.639764880803,30.3066469163252,41423.2407247254,262.39,139.89,0,,,,,,,,,,,,,,,,
17.09,5.99,51.8356671862135,8.23785148793232,0.798814734564218,120.471795691505,1.09481829878486,0.871552069950649,280.794256631913,277.912783500425,576.294626297623,123.918203352823,28.9708821804013,40827.3481041416,294.33,136.5,0,,,,,,,,,,,,,,,,
20.57,6.78,71.7560694575107,9.62019064250153,0.872674963079182,149.071965676888,1.10037234451192,0.910107440815771,453.375149690667,446.822537353483,1310.52246743679,150.336643457522,19.7452735408598,56154.2890641648,473.26,162.2,0,,,,,,,,,,,,,,,,
17.98,6.27,46.3879145754929,7.38398808789346,0.798113861327248,101.185769086671,1.09969927177676,0.838382208133246,246.539460340244,242.063320233943,895.228021260287,101.864044751827,22.7997635953939,33997.6408972664,250.36,112.44,0,,,,,,,,,,,,,,,,
17.96,6.04,40.8020480572753,7.12207032744066,0.758075705198027,93.3953774905531,1.09250654346878,0.824744974848662,200.124566893996,197.223590302735,580.195318252362,94.8719733731098,24.2088555906162,30385.1406464722,209.67,105.22,0,,,,,,,,,,,,,,,,
17.32,5.57,43.1416899748494,7.63794321231421,0.75192072847697,109.950713939605,1.07631511633535,0.85776944971063,208.263593288822,204.983074932975,656.103671169293,112.210260410354,21.6571009318209,38937.8585757692,240.73,122.28,0,,,,,,,,,,,,,,,,
17.02,5.88,49.2062649539966,7.75878704438238,0.802226568829675,101.600563833946,1.09991546800669,0.839104242218517,264.701693815999,260.242915560478,891.755651104176,101.735250363896,21.1594339278008,34647.6010675212,274.86,111.67,0,,,,,,,,,,,,,,,,
16.97,5.68,43.7597022562313,7.15817657529044,0.786271951164345,92.4162706108463,1.09897276230515,0.821696923430025,226.835045450163,222.867821200426,793.444849947368,92.5756900549586,21.0935819877359,30737.3064689057,229.8,102.81,0,,,,,,,,,,,,,,,,
19.7,5.93,34.259336821822,6.41334449622542,0.727694382912675,81.5650444518199,1.08322375291905,0.801215731867014,156.528411409548,153.998879566535,505.906368602555,82.3520460803744,20.3897238361209,26643.798565029,162.97,91.66,0,,,,,,,,,,,,,,,,
16.97,5.78,53.9701359220937,8.15116093260298,0.820934044099941,106.216656295961,1.09407098266712,0.848329869022269,303.171223394083,298.3827527308,957.694132656702,105.29633414602,16.094445309229,38356.8121998204,313.03,114.19,0,,,,,,,,,,,,,,,,
16.23,5.55,44.4537773214256,7.58457868430939,0.767977208523969,94.404369374184,1.08545493954506,0.827937806460664,223.270769661167,220.179115332694,618.330865694714,94.2665030552803,17.2796311249248,33104.3549300528,239.86,103.14,0,,,,,,,,,,,,,,,,
17.42,5.76,36.7071378079709,6.518894076956,0.75057659785773,78.6839322878053,1.09122268549119,0.793184204204654,175.354681608181,172.027686101379,665.399101360437,78.2815359680576,18.1068359233854,25875.121019209,179.26,86.84,0,,,,,,,,,,,,,,,,
16.56,5.27,33.812529916333,6.67151462279543,0.70485322444226,85.0655336226232,1.05636158372941,0.813662302412461,149.645246585061,148.477445390542,233.560238903976,86.1269348090697,16.1829265287783,30075.9235605252,159.8,94.06,0,,,,,,,,,,,,,,,,
36.22,6.91,58.9171409289772,9.31292535269484,0.801155541779186,53.9644849799164,1.03903639036641,0.732351719649328,323.518525559396,321.150750491135,473.555013652117,46.1929595445366,-13.7486677054849,25774.8997175092,364.87,42.98,1,,,,,,,,,,,,,,,,
27.87,4.55,68.0810005802681,9.61309465451274,0.850162711333373,58.4227937685637,1.05500276895966,0.744241735624725,411.902835104082,407.063775170565,967.811986703488,49.9712871901489,-12.9262607907925,27045.9456318048,443.19,47.58,1,,,,,,,,,,,,,,,,
24.8,3.6,66.4667846036393,9.54277610197654,0.842929935574553,52.8550645968116,1.06420359766818,0.724063124493336,396.829697990589,392.634488335065,839.041931104819,44.9958010344404,-10.0150183512176,23654.6523358329,427.11,43.53,1,,,,,,,,,,,,,,,,
23.49,2.95,69.5059857974105,9.52340381584211,0.863230007399337,55.0895786509531,1.05789499106869,0.732842498466552,430.800581178617,424.900677403427,1179.98075503796,46.4589134119997,-13.2359872070825,25668.8072662053,453.69,44.08,1,,,,,,,,,,,,,,,,
21.47,2.74,85.7736668956671,10.626408347765,0.906967476119997,62.0695539053006,1.07347406586941,0.752249831677654,585.775645339245,577.828854306658,1589.35820651733,52.1919381958793,-15.6861695887442,29187.5863473881,611.73,50.2,1,,,,,,,,,,,,,,,,
21.04,2.69,64.5475980423276,9.2015200997498,0.846020506724923,51.2522937542972,1.06171541755229,0.718787943990863,386.236995044633,381.431949552233,961.009098479987,43.4629272451148,-10.0222052246673,22998.6069620063,406.22,41.89,1,,,,,,,,,,,,,,,,
21.32,2.43,62.975186206616,8.7023190193542,0.859534460203001,52.8350870308918,1.07381548338418,0.722325982927855,383.460927255874,376.544964435763,1383.19256402203,45.1466967901508,-8.16679006293817,22924.7993468282,389.15,43.75,1,,,,,,,,,,,,(chronological order ^),,,,
19.99,2.17,62.4442897730116,8.52358635146156,0.864870365106239,48.6859187349787,1.07475990524134,0.706999606445849,382.179357922551,373.996166198471,1636.63834481599,40.7323943392466,-9.89799064001562,21771.0655410827,384.56,39.59,1,,,,,,,,,,,,,,,,
21.1,1.89,59.1568743347654,8.36081614691581,0.849756545693574,46.356552469813,1.05976861244687,0.700514083473214,351.329617052147,344.403719856029,1385.17943922376,38.5307303432467,-10.9265095068128,21266.6131355256,356.34,36.42,1,,,,,,,,,,,,,,,,
19.91,2.12,75.5769872777933,9.93611678871718,0.881172888121333,54.7606713492543,1.05678968547377,0.731926057599929,485.892291595806,478.434030171444,1491.65228487249,45.3334953835917,-16.6943264505331,26671.9633886737,512.53,42.66,1,,,,,,,,,,,,,,,,
18.74,1.97,65.4388058671012,8.94455808003427,0.864276477261691,49.3354228963986,1.05992548925574,0.712033542306049,403.446303510984,396.520872005633,1385.08630107021,41.0286432787007,-12.4721405377112,23005.3370410571,411.68,38.61,1,,,,,,,,,,,,,,,,
19.48,1.97,51.8241945188122,8.02990343650039,0.809822238058403,40.6713264071797,1.05380048660249,0.677303013850452,284.466127443151,280.12173828007,868.877832616306,33.8846316873278,-8.64532326741441,18287.8806305391,295.31,32.59,1,,,,,,,,,,,,,,,,
17.53,1.48,52.122676102023,8.11035544567565,0.807986817238963,38.5089341800682,1.05729424105056,0.666560157928031,285.943276489841,282.071129081649,774.429481638501,31.9645805007018,-7.76260330782428,17082.6890376662,297.83,30.95,1,,,,,,,,,,,,,,,,
16.89,1.4,51.4170532434821,8.05998915388491,0.804772725834693,42.7826247260213,1.04246965895095,0.688690395054292,279.138635732306,274.913963781421,844.934390177065,35.6948132969098,-10.5786779638842,19897.6012421414,295.31,33.91,1,,,,,,,,,,,,,,,,
17.04,1.63,59.4438743261988,8.49293299092359,0.845049409818353,43.6876749556397,1.06375549631057,0.688824065983958,351.661115163725,345.863668476085,1159.48933752785,36.2904492342697,-9.26463955324415,19588.6881786309,357.87,34.67,1,,,,,,,,,,,,,,,,
16.89,1.45,58.297401784898,8.36592317140585,0.843135327518595,42.5367948139204,1.06004172067016,0.684522830600023,342.515652161758,336.419131351757,1219.3041620002,34.9899867387377,-10.7117110631043,19651.7300547921,348.36,34.02,1,,,,,,,,,,,,,,,,
18.64,1.58,64.2753566271067,8.96821897419928,0.855338291223712,45.5021340745207,1.05952648406018,0.697107299329439,388.806396885926,382.245835226023,1312.11233198074,37.409108581043,-12.2242633168617,21342.349916099,405.56,35.44,1,,,,,,,,,,,,,,,,
18.74,1.61,56.7627745343246,8.25889926750187,0.837141446264619,44.5657411330275,1.04690554293433,0.695473813244386,328.485756980372,322.293702397639,1238.41091654662,36.7408743097187,-12.6392142288042,21233.4380715648,336.65,34.45,1,,,,,,,,,,,,,,,,
17.57,1.35,58.7938195237717,8.70983689065596,0.829321652883474,42.9231158710885,1.05533773475458,0.687023647264776,337.443339329945,332.451204189922,998.427028004438,35.4423116885303,-10.8880375012936,19922.0501516243,357.11,33.36,1,,,,,,,,,,,,,,,,
15.85,1.25,47.6184879368995,7.59283697425703,0.797371525587229,34.8126392869038,1.05475364928225,0.648297135243018,253.662088695151,249.517665509978,828.884637034441,28.5374916426494,-7.85467052171098,15648.6297306749,260.64,27.78,1,,,,,,,,,,,,,,,,
18.29,2.1,60.0999913819376,8.64948542983685,0.841884138288652,48.3312367947417,1.03837694784186,0.712028996462157,352.925340553982,346.967251624662,1191.61778586401,39.8300318934258,-16.0927549096318,24046.7983253148,367.28,37.62,1,,,,,,,,,,,,,,,,
