38.73,25.38,18.60889434,4.429925871,0.623324111,26.77495549,1.015196697,0.606713115,66.46643666,64.88422502,316.4423278,23.07932231,-3.288850463,11338.31429,67.37,23.52,1
37.69,24.37,16.11842632,4.082171652,0.596431376,21.46518929,1.021229121,0.564634019,54.14088684,52.792981,269.5811679,18.34631769,-1.320877134,8456.893775,54.69,18.92,1
39.37,21.4,19.46444572,4.539262205,0.632256771,17.61520076,1.052715486,0.522355165,70.92617597,69.24220327,336.7945402,14.67200267,-0.009235869,6312.932573,71.75,14.98,1
36.72,23.54,10.11627765,3.245141913,0.493787047,14.62089902,1.035074548,0.490945745,27.26403288,26.67882116,117.0423447,12.85934464,2.112822033,4621.004723,28,14.44,1
34.98,22.28,11.81568865,3.537779173,0.523728318,13.05337047,1.036152076,0.469726993,34.03976317,33.31746141,144.4603513,11.04613631,0.810526545,4401.312199,35.11,11.81,1
35.33,23.37,14.04291808,3.89566647,0.556875595,15.5792949,0.993629019,0.510293698,43.5866055,42.68781095,179.7589087,12.74153198,-2.691859837,6636.358482,45.06,12.69,1
37.61,23.92,14.9383506,3.944593692,0.578300372,21.97457545,0.99816547,0.573217619,48.3264301,47.18637252,228.0115155,19.00664038,-1.130845994,8659.119141,49,18.48,1
37.09,25.3,13.62741425,3.762799482,0.558902383,16.85328732,1.01199877,0.521470634,42.24087486,41.24739614,198.6957443,14.17422089,-1.151060228,6589.870879,42.98,14.11,1
38.01,24.17,16.87622721,4.216945775,0.602277347,18.89842781,1.028871941,0.539639734,57.54634664,56.17428598,274.4121323,15.87271553,-1.07638793,7288.114488,58.52,16.3,1
37.44,24.47,13.30336512,3.719010989,0.553534049,17.82578482,1.007016491,0.532786882,40.780099,39.83577135,188.8655298,15.07239497,-1.503677258,7127.711056,41.45,15.97,1
36.09,23.06,13.81646271,3.800772447,0.560525,13.74186084,1.026386028,0.481012596,43.02799777,42.04065111,197.4693312,11.30674764,-0.733988683,5177.516617,43.86,11.59,1
37.58,27.62,16.30110602,4.16064595,0.593056311,21.74999217,0.990348035,0.572770778,54.57197604,53.32654896,249.0854157,18.11657278,-5.019946125,9948.70313,55.67,18.37,1
37.27,24.45,12.3287944,3.574514376,0.537703562,17.79083145,1.036767037,0.527024894,36.51170032,35.67770628,166.7988075,15.85992842,3.097223355,5487.963179,37.19,16.3,1
36.39,23.01,13.98811023,3.82412005,0.563227528,16.64469666,1.011337742,0.519282741,43.82454888,42.81955957,200.9978618,13.99170746,-0.821936387,6369.866854,44.62,14.11,1
36.92,23.49,15.1490353,4.008907946,0.577358894,16.30939584,1.015478078,0.51475224,49.02183546,47.92275749,219.8155947,13.41946914,-1.994110756,6627.839355,50.09,14,1
36.79,25.1,11.54423927,3.451174119,0.524398449,15.06274977,1.013544402,0.500362933,33.2009808,32.44343903,151.5083536,12.81971151,0.016624045,5505.327612,33.8,13.23,1
36.09,20.94,13.7375266,3.790755311,0.559182794,17.34560465,1.018268958,0.525663856,42.67278043,41.70085241,194.3856047,14.65434606,-0.966467813,6716.949964,43.42,16.08,1
36.84,22.63,16.31398141,4.186725862,0.590685438,18.40742826,1.02559122,0.535351213,54.45767488,53.28356546,234.8218831,15.55317327,-0.682174641,6981.199602,55.78,15.53,1
36.57,26.36,11.10303956,3.388896659,0.515383562,13.91992216,0.99661279,0.488857267,31.32757122,30.62481936,140.5503716,11.52071654,-1.614980561,5648.349753,31.94,12.36,1
35.75,21.35,12.3776507,3.594266533,0.537027944,11.8891987,1.040214622,0.451681774,36.64360137,35.8272312,163.2740323,9.816369764,0.19109303,4138.868996,37.41,10.5,1
36.64,23.46,15.00024232,4.008449658,0.573121841,17.14118941,1.00618003,0.525680216,48.16806046,47.12892778,207.8265364,14.19695752,-2.233848087,7065.246409,49.44,14.33,1
35.62,23.54,11.7072508,3.488832681,0.52577478,15.66030863,1.027501441,0.50504031,33.79770075,33.04024531,151.4910871,13.47496501,0.431529701,5608.677184,34.56,14.44,1
36.81,27.12,10.86008583,3.346689125,0.511217885,12.73351772,0.986678816,0.474198189,30.36135453,29.68265666,135.7395737,10.38349025,-1.773919879,5227.686357,30.95,10.83,1
35.08,23.59,11.9943602,3.540449747,0.529918653,15.00655599,0.993945526,0.50329023,34.98840751,34.22416439,152.8486232,12.60118494,-0.785171942,5756.133459,35.66,12.47,1
36.13,21.98,14.4388203,3.934365907,0.564656963,13.54344132,1.036673841,0.476466907,45.53342186,44.56567065,193.5502424,11.1687654,-0.193242269,4885.663299,46.81,11.81,1
35.33,21.93,11.50109033,3.470149001,0.520390892,13.34934961,1.061302656,0.469437418,32.86177338,32.15144703,142.0652704,11.5683414,2.113401439,4065.624184,33.69,13.67,1
35.72,23.11,14.04224945,3.879824517,0.558624601,14.25638028,1.032903098,0.486654138,43.70886604,42.7848572,184.8017675,11.81852502,-0.510024541,5301.276312,44.95,12.8,1
36.72,23.64,10.42447389,3.29073892,0.500760718,13.45991693,0.994581187,0.483005116,28.51807346,27.8993185,123.7509914,11.20312915,-1.240319702,5350.683006,29.2,11.7,1
35.5,24.27,12.73866779,3.667683722,0.540732134,15.75908993,1.00724641,0.509897473,38.09358754,37.27956698,162.8041116,13.30361621,-0.587775788,5973.298558,38.94,13.56,1
35.58,24.37,13.82976851,3.859141049,0.554324259,12.8148059,1.039145492,0.465772332,42.66139703,41.77056701,178.1660039,10.58293993,0.136313399,4492.049409,44.08,11.27,1
36.97,24.58,10.85351315,3.358669802,0.509403027,12.27553917,1.019025283,0.46142638,30.24805555,29.582978,133.01551,10.26902488,0.207885355,4326.289994,30.95,10.94,1
49.18,23.04,31.39329333,5.895283022,0.726332218,42.46657812,1.002978853,0.69447564,141.0140172,137.752898,652.223847,35.92587054,-14.68718775,21763.61507,143.39,35.22,1
44.23,22.59,25.25125339,5.2766697,0.67992303,43.65426521,0.964971124,0.706752192,102.2263943,99.77751542,489.775768,37.160187,-19.21558704,24241.58283,105.33,35.55,1
42.08,19.07,21.70418746,4.730193931,0.661664585,37.27908979,0.983362989,0.673982307,84.01203409,81.82108577,438.1896631,32.04564751,-11.12512414,18563.43181,83.67,31.61,1
34.76,21.12,27.87296745,5.475083733,0.706792442,52.36119984,0.973992511,0.738745396,119.320772,116.2465851,614.8373884,46.34807045,-14.4631432,26148.82187,120.75,42.66,1
46.51,23.01,20.21385284,4.706191005,0.63297955,38.81492994,1.003231177,0.677758886,74.17297534,72.621198,310.3554675,34.91296875,-4.171084592,16806.14294,76.02,35.98,1
42.08,22.3,19.25606289,4.475030312,0.633771514,38.58968621,1.019690447,0.673662747,70.75073273,69.26813726,296.5190937,35.46962761,0.325081143,15112.15498,69.45,37.19,1
48.2,27.24,14.4416786,3.892193629,0.569423238,32.051127,1.012832809,0.640493091,45.98289298,44.99589769,197.3990566,29.78256332,2.521359074,11722.31783,46.59,31.72,1
36.32,22.26,10.9908798,3.384935611,0.511482047,22.12872005,1.018391284,0.570794345,30.84356503,30.20812531,127.0879435,20.32396693,3.077245241,7416.090327,31.5,22.09,1
49.74,26.49,42.10665141,7.294282413,0.761368131,86.31401793,0.982130305,0.829872524,208.5611211,205.8012713,551.9699687,78.87882255,-29.28668633,46511.16882,219.95,75.58,1
45.16,22.43,39.03779247,6.938939391,0.750192157,54.42429325,1.054211873,0.731236471,187.9797723,185.1972165,556.511157,49.46069141,-1.910491192,22089.60852,197.2,50.86,1
50.03,22.59,42.67805105,7.22304889,0.771484024,56.22283406,1.010439941,0.745126933,214.4088596,210.6876629,744.2393401,48.3029575,-19.99676388,29368.88019,224,47.47,1
